Formula,Query Result,Total Evaluation Time
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-13,FALSE,230663
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-14,TRUE,218048
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-15,TRUE,126.645
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-1,TRUE,2094.55
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-2,TRUE,434.88
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-3,FALSE,33.652
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-4,FALSE,12.279
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-5,FALSE,124561
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-6,TRUE,3851.44
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-7,TRUE,147.402
BridgeAndVehicles-COL-V20P10N20-CTLCardinality-8,TRUE,211.708
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-0,FALSE,81874.1
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-9,FALSE,85.391
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-10,TRUE,115839
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-11,FALSE,153253
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-12,FALSE,132815
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-13,FALSE,109.837
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-14,FALSE,136411
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-15,FALSE,76.815
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-1,FALSE,223165
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-2,FALSE,128223
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-3,TRUE,85770.9
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-4,TRUE,157407
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-5,FALSE,68.285
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-6,TRUE,12.684
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-7,FALSE,3.707
BridgeAndVehicles-COL-V20P20N10-CTLCardinality-8,FALSE,84842.6
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-0,FALSE,13.309
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-9,FALSE,129.181
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-10,TRUE,125.149
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-11,FALSE,14.186
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-12,TRUE,35.206
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-13,FALSE,121897
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-14,TRUE,666.607
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-15,TRUE,2419.41
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-1,FALSE,176144
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-2,FALSE,342065
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-3,TRUE,195257
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-4,TRUE,184790
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-5,TRUE,14474.5
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-6,TRUE,224.851
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-7,FALSE,246348
BridgeAndVehicles-COL-V20P20N20-CTLCardinality-8,TRUE,125.602
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-0,TRUE,22.435
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-9,TRUE,746.552
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-10,FALSE,91.426
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-11,FALSE,3491.57
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-12,FALSE,467965
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-13,TRUE,671793
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-14,FALSE,146.735
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-15,TRUE,188.704
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-1,FALSE,42580.4
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-2,TRUE,318028
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-3,TRUE,279.732
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-4,FALSE,132.619
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-5,TRUE,338200
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-6,FALSE,507.871
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-7,FALSE,1257.56
BridgeAndVehicles-COL-V20P20N50-CTLCardinality-8,TRUE,874.784
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-0,TRUE,7445.74
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-9,,
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-10,,
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-11,FALSE,2276.98
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-12,TRUE,11916.9
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-13,,
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-14,TRUE,6256.82
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-15,TRUE,670.45
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-1,FALSE,1623.35
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-2,FALSE,8903.64
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-3,,
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-4,TRUE,855.744
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-5,TRUE,689.235
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-6,FALSE,41350.2
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-7,,
BridgeAndVehicles-COL-V80P50N10-CTLCardinality-8,,
Dekker-PT-020-CTLCardinality-0,,
Dekker-PT-020-CTLCardinality-9,,
Dekker-PT-020-CTLCardinality-10,,
Dekker-PT-020-CTLCardinality-11,,
Dekker-PT-020-CTLCardinality-12,,
Dekker-PT-020-CTLCardinality-13,,
Dekker-PT-020-CTLCardinality-14,,
Dekker-PT-020-CTLCardinality-15,FALSE,60132.7
Dekker-PT-020-CTLCardinality-1,,
Dekker-PT-020-CTLCardinality-2,,
Dekker-PT-020-CTLCardinality-3,,
Dekker-PT-020-CTLCardinality-4,,
Dekker-PT-020-CTLCardinality-5,,
Dekker-PT-020-CTLCardinality-6,,
Dekker-PT-020-CTLCardinality-7,,
Dekker-PT-020-CTLCardinality-8,FALSE,1.617
Diffusion2D-PT-D05N350-CTLCardinality-0,TRUE,4227.62
Diffusion2D-PT-D05N350-CTLCardinality-9,,
Diffusion2D-PT-D05N350-CTLCardinality-10,,
Diffusion2D-PT-D05N350-CTLCardinality-11,TRUE,3935.7
Diffusion2D-PT-D05N350-CTLCardinality-12,TRUE,465.366
Diffusion2D-PT-D05N350-CTLCardinality-13,FALSE,24.681
Diffusion2D-PT-D05N350-CTLCardinality-14,TRUE,2208.27
Diffusion2D-PT-D05N350-CTLCardinality-15,TRUE,20512.9
Diffusion2D-PT-D05N350-CTLCardinality-1,TRUE,1137.57
Diffusion2D-PT-D05N350-CTLCardinality-2,TRUE,2.462
Diffusion2D-PT-D05N350-CTLCardinality-3,,
Diffusion2D-PT-D05N350-CTLCardinality-4,TRUE,352.73
Diffusion2D-PT-D05N350-CTLCardinality-5,TRUE,520.885
Diffusion2D-PT-D05N350-CTLCardinality-6,,
Diffusion2D-PT-D05N350-CTLCardinality-7,TRUE,844.237
Diffusion2D-PT-D05N350-CTLCardinality-8,FALSE,380.328
Diffusion2D-PT-D10N050-CTLCardinality-0,TRUE,11757.4
Diffusion2D-PT-D10N050-CTLCardinality-9,TRUE,915.082
Diffusion2D-PT-D10N050-CTLCardinality-10,TRUE,16182.7
Diffusion2D-PT-D10N050-CTLCardinality-11,TRUE,912.499
Diffusion2D-PT-D10N050-CTLCardinality-12,TRUE,355.146
Diffusion2D-PT-D10N050-CTLCardinality-13,,
Diffusion2D-PT-D10N050-CTLCardinality-14,,
Diffusion2D-PT-D10N050-CTLCardinality-15,TRUE,97.448
Diffusion2D-PT-D10N050-CTLCardinality-1,FALSE,270.782
Diffusion2D-PT-D10N050-CTLCardinality-2,TRUE,126.239
Diffusion2D-PT-D10N050-CTLCardinality-3,TRUE,1443.56
Diffusion2D-PT-D10N050-CTLCardinality-4,FALSE,39560.5
Diffusion2D-PT-D10N050-CTLCardinality-5,,
Diffusion2D-PT-D10N050-CTLCardinality-6,FALSE,612.81
Diffusion2D-PT-D10N050-CTLCardinality-7,,
Diffusion2D-PT-D10N050-CTLCardinality-8,FALSE,166.93
Diffusion2D-PT-D50N010-CTLCardinality-0,,
Diffusion2D-PT-D50N010-CTLCardinality-9,,
Diffusion2D-PT-D50N010-CTLCardinality-10,TRUE,15971.1
Diffusion2D-PT-D50N010-CTLCardinality-11,,
Diffusion2D-PT-D50N010-CTLCardinality-12,,
Diffusion2D-PT-D50N010-CTLCardinality-13,,
Diffusion2D-PT-D50N010-CTLCardinality-14,,
Diffusion2D-PT-D50N010-CTLCardinality-15,,
Diffusion2D-PT-D50N010-CTLCardinality-1,,
Diffusion2D-PT-D50N010-CTLCardinality-2,,
Diffusion2D-PT-D50N010-CTLCardinality-3,,
Diffusion2D-PT-D50N010-CTLCardinality-4,,
Diffusion2D-PT-D50N010-CTLCardinality-5,,
Diffusion2D-PT-D50N010-CTLCardinality-6,,
Diffusion2D-PT-D50N010-CTLCardinality-7,,
Diffusion2D-PT-D50N010-CTLCardinality-8,,
FMS-PT-010-CTLCardinality-0,TRUE,3.84
FMS-PT-010-CTLCardinality-9,,
FMS-PT-010-CTLCardinality-10,FALSE,0.783
FMS-PT-010-CTLCardinality-11,FALSE,30.562
FMS-PT-010-CTLCardinality-12,FALSE,53.024
FMS-PT-010-CTLCardinality-13,FALSE,3.817
FMS-PT-010-CTLCardinality-14,,
FMS-PT-010-CTLCardinality-15,FALSE,4.669
FMS-PT-010-CTLCardinality-1,FALSE,2.583
FMS-PT-010-CTLCardinality-2,,
FMS-PT-010-CTLCardinality-3,,
FMS-PT-010-CTLCardinality-4,TRUE,3.531
FMS-PT-010-CTLCardinality-5,TRUE,1.291
FMS-PT-010-CTLCardinality-6,FALSE,7.132
FMS-PT-010-CTLCardinality-7,FALSE,6.086
FMS-PT-010-CTLCardinality-8,,
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-0,FALSE,1595.95
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-9,FALSE,5920.4
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-10,FALSE,559.637
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-11,TRUE,5481.21
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-12,FALSE,109.552
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-13,FALSE,89.886
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-14,FALSE,11.051
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-15,TRUE,6880.12
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-1,FALSE,17.459
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-2,TRUE,204617
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-3,,
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-4,,
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-5,,
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-6,FALSE,9839.43
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-7,TRUE,1281.59
IOTPpurchase-PT-C05M04P03D02-CTLCardinality-8,FALSE,11.167
Kanban-PT-0010-CTLCardinality-0,TRUE,6.081
Kanban-PT-0010-CTLCardinality-9,FALSE,6.086
Kanban-PT-0010-CTLCardinality-10,,
Kanban-PT-0010-CTLCardinality-11,,
Kanban-PT-0010-CTLCardinality-12,,
Kanban-PT-0010-CTLCardinality-13,,
Kanban-PT-0010-CTLCardinality-14,FALSE,10.471
Kanban-PT-0010-CTLCardinality-15,FALSE,5.813
Kanban-PT-0010-CTLCardinality-1,FALSE,28.861
Kanban-PT-0010-CTLCardinality-2,FALSE,4.21
Kanban-PT-0010-CTLCardinality-3,,
Kanban-PT-0010-CTLCardinality-4,TRUE,1.162
Kanban-PT-0010-CTLCardinality-5,TRUE,13.518
Kanban-PT-0010-CTLCardinality-6,TRUE,5.116
Kanban-PT-0010-CTLCardinality-7,TRUE,9.941
Kanban-PT-0010-CTLCardinality-8,TRUE,3.69
LamportFastMutEx-COL-4-CTLCardinality-0,TRUE,59618.1
LamportFastMutEx-COL-4-CTLCardinality-9,TRUE,35686.4
LamportFastMutEx-COL-4-CTLCardinality-10,FALSE,356.676
LamportFastMutEx-COL-4-CTLCardinality-11,FALSE,5.499
LamportFastMutEx-COL-4-CTLCardinality-12,FALSE,41929.2
LamportFastMutEx-COL-4-CTLCardinality-13,TRUE,1343.82
LamportFastMutEx-COL-4-CTLCardinality-14,FALSE,17.78
LamportFastMutEx-COL-4-CTLCardinality-15,TRUE,50.122
LamportFastMutEx-COL-4-CTLCardinality-1,TRUE,33.832
LamportFastMutEx-COL-4-CTLCardinality-2,TRUE,2.995
LamportFastMutEx-COL-4-CTLCardinality-3,TRUE,2928.9
LamportFastMutEx-COL-4-CTLCardinality-4,FALSE,898.162
LamportFastMutEx-COL-4-CTLCardinality-5,FALSE,492.098
LamportFastMutEx-COL-4-CTLCardinality-6,TRUE,2.878
LamportFastMutEx-COL-4-CTLCardinality-7,FALSE,14.897
LamportFastMutEx-COL-4-CTLCardinality-8,FALSE,3875.27
MAPK-PT-008-CTLCardinality-0,FALSE,142917
MAPK-PT-008-CTLCardinality-9,FALSE,16.104
MAPK-PT-008-CTLCardinality-10,TRUE,479060
MAPK-PT-008-CTLCardinality-11,TRUE,291542
MAPK-PT-008-CTLCardinality-12,FALSE,747.217
MAPK-PT-008-CTLCardinality-13,TRUE,111092
MAPK-PT-008-CTLCardinality-14,TRUE,434.518
MAPK-PT-008-CTLCardinality-15,TRUE,433699
MAPK-PT-008-CTLCardinality-1,TRUE,12916.6
MAPK-PT-008-CTLCardinality-2,FALSE,619.216
MAPK-PT-008-CTLCardinality-3,TRUE,338119
MAPK-PT-008-CTLCardinality-4,FALSE,103493
MAPK-PT-008-CTLCardinality-5,TRUE,6.284
MAPK-PT-008-CTLCardinality-6,TRUE,358208
MAPK-PT-008-CTLCardinality-7,TRUE,6.715
MAPK-PT-008-CTLCardinality-8,FALSE,123510
NeoElection-COL-3-CTLCardinality-0,FALSE,106769
NeoElection-COL-3-CTLCardinality-9,FALSE,125170
NeoElection-COL-3-CTLCardinality-10,TRUE,30384.9
NeoElection-COL-3-CTLCardinality-11,TRUE,339.977
NeoElection-COL-3-CTLCardinality-12,TRUE,128056
NeoElection-COL-3-CTLCardinality-13,TRUE,109985
NeoElection-COL-3-CTLCardinality-14,FALSE,360.602
NeoElection-COL-3-CTLCardinality-15,TRUE,253.074
NeoElection-COL-3-CTLCardinality-1,FALSE,114337
NeoElection-COL-3-CTLCardinality-2,TRUE,106355
NeoElection-COL-3-CTLCardinality-3,FALSE,466.279
NeoElection-COL-3-CTLCardinality-4,TRUE,300.651
NeoElection-COL-3-CTLCardinality-5,FALSE,107481
NeoElection-COL-3-CTLCardinality-6,FALSE,280.108
NeoElection-COL-3-CTLCardinality-7,TRUE,111807
NeoElection-COL-3-CTLCardinality-8,TRUE,108832
ParamProductionCell-PT-0-CTLCardinality-0,TRUE,116.088
ParamProductionCell-PT-0-CTLCardinality-9,FALSE,469.734
ParamProductionCell-PT-0-CTLCardinality-10,TRUE,4631.55
ParamProductionCell-PT-0-CTLCardinality-11,FALSE,67767.9
ParamProductionCell-PT-0-CTLCardinality-12,FALSE,3359.06
ParamProductionCell-PT-0-CTLCardinality-13,TRUE,45.717
ParamProductionCell-PT-0-CTLCardinality-14,TRUE,62269.4
ParamProductionCell-PT-0-CTLCardinality-15,TRUE,58343.9
ParamProductionCell-PT-0-CTLCardinality-1,FALSE,59801
ParamProductionCell-PT-0-CTLCardinality-2,FALSE,226.261
ParamProductionCell-PT-0-CTLCardinality-3,TRUE,70336.2
ParamProductionCell-PT-0-CTLCardinality-4,TRUE,63.225
ParamProductionCell-PT-0-CTLCardinality-5,FALSE,996.921
ParamProductionCell-PT-0-CTLCardinality-6,FALSE,60305.3
ParamProductionCell-PT-0-CTLCardinality-7,TRUE,125389
ParamProductionCell-PT-0-CTLCardinality-8,FALSE,1337.16
ParamProductionCell-PT-2-CTLCardinality-0,TRUE,743.906
ParamProductionCell-PT-2-CTLCardinality-9,TRUE,7975.08
ParamProductionCell-PT-2-CTLCardinality-10,TRUE,21.824
ParamProductionCell-PT-2-CTLCardinality-11,TRUE,6006.22
ParamProductionCell-PT-2-CTLCardinality-12,TRUE,19319.8
ParamProductionCell-PT-2-CTLCardinality-13,TRUE,707.103
ParamProductionCell-PT-2-CTLCardinality-14,FALSE,10039.2
ParamProductionCell-PT-2-CTLCardinality-15,FALSE,22867.9
ParamProductionCell-PT-2-CTLCardinality-1,TRUE,602.861
ParamProductionCell-PT-2-CTLCardinality-2,FALSE,15665.2
ParamProductionCell-PT-2-CTLCardinality-3,FALSE,819.074
ParamProductionCell-PT-2-CTLCardinality-4,TRUE,69.832
ParamProductionCell-PT-2-CTLCardinality-5,FALSE,14376.9
ParamProductionCell-PT-2-CTLCardinality-6,FALSE,14342.7
ParamProductionCell-PT-2-CTLCardinality-7,FALSE,21.326
ParamProductionCell-PT-2-CTLCardinality-8,FALSE,937.08
ParamProductionCell-PT-4-CTLCardinality-0,FALSE,59395.5
ParamProductionCell-PT-4-CTLCardinality-9,FALSE,324.79
ParamProductionCell-PT-4-CTLCardinality-10,FALSE,11763.2
ParamProductionCell-PT-4-CTLCardinality-11,TRUE,232.74
ParamProductionCell-PT-4-CTLCardinality-12,FALSE,57741
ParamProductionCell-PT-4-CTLCardinality-13,TRUE,24.469
ParamProductionCell-PT-4-CTLCardinality-14,FALSE,107.427
ParamProductionCell-PT-4-CTLCardinality-15,FALSE,27.554
ParamProductionCell-PT-4-CTLCardinality-1,TRUE,406.383
ParamProductionCell-PT-4-CTLCardinality-2,FALSE,62173.5
ParamProductionCell-PT-4-CTLCardinality-3,TRUE,41062.2
ParamProductionCell-PT-4-CTLCardinality-4,TRUE,2889.08
ParamProductionCell-PT-4-CTLCardinality-5,FALSE,613.177
ParamProductionCell-PT-4-CTLCardinality-6,FALSE,1448.35
ParamProductionCell-PT-4-CTLCardinality-7,FALSE,238.524
ParamProductionCell-PT-4-CTLCardinality-8,TRUE,86217.2
ParamProductionCell-PT-5-CTLCardinality-0,TRUE,3683.12
ParamProductionCell-PT-5-CTLCardinality-9,FALSE,2077.41
ParamProductionCell-PT-5-CTLCardinality-10,FALSE,38.447
ParamProductionCell-PT-5-CTLCardinality-11,FALSE,204.308
ParamProductionCell-PT-5-CTLCardinality-12,FALSE,2963.05
ParamProductionCell-PT-5-CTLCardinality-13,FALSE,39398.9
ParamProductionCell-PT-5-CTLCardinality-14,TRUE,24.926
ParamProductionCell-PT-5-CTLCardinality-15,TRUE,7023.35
ParamProductionCell-PT-5-CTLCardinality-1,TRUE,2751.57
ParamProductionCell-PT-5-CTLCardinality-2,FALSE,56.942
ParamProductionCell-PT-5-CTLCardinality-3,FALSE,42059.1
ParamProductionCell-PT-5-CTLCardinality-4,FALSE,7710.05
ParamProductionCell-PT-5-CTLCardinality-5,FALSE,39946.3
ParamProductionCell-PT-5-CTLCardinality-6,FALSE,2225.16
ParamProductionCell-PT-5-CTLCardinality-7,TRUE,2485.64
ParamProductionCell-PT-5-CTLCardinality-8,FALSE,3113.18
Parking-PT-208-CTLCardinality-0,TRUE,34.433
Parking-PT-208-CTLCardinality-9,FALSE,50.682
Parking-PT-208-CTLCardinality-10,,
Parking-PT-208-CTLCardinality-11,,
Parking-PT-208-CTLCardinality-12,FALSE,95.015
Parking-PT-208-CTLCardinality-13,FALSE,52098.3
Parking-PT-208-CTLCardinality-14,FALSE,34.455
Parking-PT-208-CTLCardinality-15,,
Parking-PT-208-CTLCardinality-1,TRUE,82602.7
Parking-PT-208-CTLCardinality-2,FALSE,34.465
Parking-PT-208-CTLCardinality-3,TRUE,135.137
Parking-PT-208-CTLCardinality-4,,
Parking-PT-208-CTLCardinality-5,TRUE,31558.8
Parking-PT-208-CTLCardinality-6,TRUE,50.372
Parking-PT-208-CTLCardinality-7,,
Parking-PT-208-CTLCardinality-8,,
Peterson-COL-3-CTLCardinality-0,FALSE,118020
Peterson-COL-3-CTLCardinality-9,FALSE,585.487
Peterson-COL-3-CTLCardinality-10,FALSE,909.336
Peterson-COL-3-CTLCardinality-11,TRUE,143014
Peterson-COL-3-CTLCardinality-12,TRUE,2268.86
Peterson-COL-3-CTLCardinality-13,FALSE,18.559
Peterson-COL-3-CTLCardinality-14,TRUE,390.32
Peterson-COL-3-CTLCardinality-15,TRUE,33.139
Peterson-COL-3-CTLCardinality-1,FALSE,117183
Peterson-COL-3-CTLCardinality-2,FALSE,124589
Peterson-COL-3-CTLCardinality-3,TRUE,5058.94
Peterson-COL-3-CTLCardinality-4,FALSE,153.04
Peterson-COL-3-CTLCardinality-5,TRUE,52.93
Peterson-COL-3-CTLCardinality-6,FALSE,12.352
Peterson-COL-3-CTLCardinality-7,TRUE,879.311
Peterson-COL-3-CTLCardinality-8,TRUE,179252
PhaseVariation-PT-D05CS100-CTLCardinality-0,FALSE,26.307
PhaseVariation-PT-D05CS100-CTLCardinality-9,TRUE,1061.78
PhaseVariation-PT-D05CS100-CTLCardinality-10,FALSE,242.126
PhaseVariation-PT-D05CS100-CTLCardinality-11,FALSE,1482.62
PhaseVariation-PT-D05CS100-CTLCardinality-12,FALSE,1217.62
PhaseVariation-PT-D05CS100-CTLCardinality-13,FALSE,20.311
PhaseVariation-PT-D05CS100-CTLCardinality-14,,
PhaseVariation-PT-D05CS100-CTLCardinality-15,TRUE,245.309
PhaseVariation-PT-D05CS100-CTLCardinality-1,FALSE,1159.92
PhaseVariation-PT-D05CS100-CTLCardinality-2,FALSE,59.035
